ID,Matemática,Linguagens,Ciências da Natureza,Ciências Humanas,Redação
1,0.7044444444444444,0.5760368663594471,0.5882352941176471,0.33176470588235296,0.7647058823529411
2,0.7222222222222222,0.8456221198156683,0.8611764705882353,0.8023529411764706,0.9035294117647058
3,0.13111111111111107,0.1543778801843318,0.01882352941176472,0.09647058823529416,0.058823529411764705
4,0.5755555555555555,0.8271889400921659,0.5882352941176471,0.6258823529411766,0.7270588235294118
5,0.8533333333333333,0.7880184331797235,0.8823529411764706,0.8423529411764706,0.9411764705882353
6,0.7977777777777777,0.5576036866359447,0.6258823529411766,0.33176470588235296,0.4517647058823529
7,0.7977777777777777,0.9216589861751152,0.8235294117647058,0.8611764705882353,0.9623529411764705
8,0.5555555555555556,0.7695852534562212,0.5082352941176471,0.7247058823529412,0.6870588235294117
9,0.7977777777777777,0.5576036866359447,0.6847058823529412,0.4494117647058824,0.39294117647058824
10,0.3711111111111111,0.6336405529953917,0.35294117647058826,0.7058823529411765,0.8047058823529412
11,0.6111111111111112,0.5184331797235023,0.7647058823529411,0.5294117647058824,0.628235294117647
12,0.09333333333333332,0.1728110599078341,0.17647058823529413,0.01882352941176472,0.2164705882352941
13,0.5755555555555555,0.8456221198156683,0.6258823529411766,0.6070588235294118,0.7858823529411765
14,0.3888888888888889,0.7695852534562212,0.3905882352941177,0.6658823529411765,0.7858823529411765
15,0.5377777777777778,0.7695852534562212,0.4894117647058824,0.7247058823529412,0.668235294117647
16,0.8888888888888888,0.32718894009216587,0.7435294117647059,0.5882352941176471,0.5694117647058823
17,0.07555555555555553,0.1728110599078341,0.19529411764705884,0.15529411764705886,0.23529411764705882
18,0.5755555555555555,0.6728110599078341,0.5882352941176471,0.6847058823529412,0.6870588235294117
19,0.7044444444444444,0.48156682027649766,0.6658823529411765,0.5082352941176471,0.3741176470588235
20,0.8155555555555556,0.8456221198156683,0.8823529411764706,1.0,0.9411764705882353
21,0.5933333333333333,0.7119815668202765,0.4117647058823529,0.6847058823529412,0.7858823529411765
22,0.4444444444444444,0.8271889400921659,0.4494117647058824,0.6658823529411765,0.7058823529411765
23,0.6111111111111112,0.7119815668202765,0.3905882352941177,0.7247058823529412,0.7458823529411764
24,0.52,0.6152073732718895,0.47058823529411764,0.7058823529411765,0.7858823529411765
25,0.7044444444444444,0.5967741935483871,0.7835294117647059,0.4117647058823529,0.628235294117647
26,0.5377777777777778,0.7119815668202765,0.4494117647058824,0.7835294117647059,0.8447058823529412
27,0.5933333333333333,0.4608294930875576,0.6847058823529412,0.548235294117647,0.5694117647058823
